videoId,title,timestamp,viewCount,likeCount,commentCount,subscriberCount
_1WtKPpQ8Ow,Sanju a humble man💛#cricket #sanjusamson #csk #ipl2026 #cricketlovers,2026-04-10 05:29:01 PM,69158,7806,73,170000
9lriTE9Yo_Q,Leg spin bowling action in correct form 💀✅.........#cricket #short,2026-04-10 05:29:01 PM,1866,,2,42
fHVlzV96t_U,#yt #milkchocolate #darkchocolate #sweetcravings #foodtrend #viralfood #short #viralshorts #ytshorts,2026-04-10 05:29:01 PM,10846,71,0,178
leHc-O3U18c,"Qatar, Saudiக்கு ‘Nuclear’ ஆபத்து - Bushehr Plant அருகே விழுந்த US Missiles; Iranஇல் நடந்த Attack",2026-04-10 05:29:01 PM,3215,21,0,4850000
Mi6FsR-44Kk,'बेहतर होगा ईरान...' बातचीत से पहले Trump की धमकी | Iran US Ceasefire | US Iran War #shorts #viral,2026-04-10 05:29:01 PM,51895,407,7,25100000
pNPAcLe42hU,சாலையின் குறுக்கே தெருநாய் வந்ததால் விபத்து - இளைஞர் பலி...,2026-04-10 05:29:01 PM,13196,81,9,12600000
wesP-Z8kZhM,curiosidades do youtube rs #6,2026-04-10 05:29:01 PM,5216,32,1,8210
i6Gsxm3wjlw,Barro comestible?! 😯 #viral #food #shorts,2026-04-10 05:29:01 PM,9709,779,38,1250000
BNpU40NEfWs,Kaam karane ke liye bolti hogi 😂,2026-04-10 05:29:01 PM,9950,393,6,95500
dVQy9BPIf-o,#song ए जान शादी कर बोगे कम एज में 😋 #short video 💯👍📷,2026-04-10 05:29:01 PM,638,7,0,2750
mkt5qXA79nQ,Fake Horse In War 🤯!#ayushquest #shorts,2026-04-10 05:29:01 PM,1861,24,1,237000
BYJDns94McU,Salah sasaran #shorts #viral #comedy,2026-04-10 05:29:01 PM,99795,638,8,5500000
0shYgGgd_h4,Trump Considers Removing Some US Troops From Europe Amid NATO Strains,2026-04-10 05:29:01 PM,41472,4236,29,344000
erQOFiQUxnY,"Introducing the ""VitalWear SmartBand,"" a next-generation wearable gadget",2026-04-10 05:29:01 PM,55331,,3,209000
tofoGU1LGmk,Premium Quality 🔥 Cotton Outfits ✨ #shorts #short #shortvideo #youtubeshorts #shortsfeed #trending,2026-04-10 05:29:01 PM,1723,23,6,12200
IckRKDC86Og,hasna to padega 😂😁 #funart #lolart #sketchcomedy,2026-04-10 05:29:01 PM,15499,436,2,18200
caJ2NjCa-a0,Roman Reigns attitude status ☠️🤯😡 #short #wwe #romanreings,2026-04-10 05:29:01 PM,3158,57,0,2260
qASjceGTFk8,तनवी के पापा आला काम bi आज to main हे करना पड़ा #dailyminivlog #ytshorts #minivlog #youtubeshorts,2026-04-10 05:29:01 PM,68021,,8,17600
iaj64t15vw8,IPL Trophy 🏆 किसको मिलेगी ? #grvsoul #ipl #gift #short #viral,2026-04-10 05:29:01 PM,9280,106,7,38300
kcsqVmfBz3o,kha ja rahe ho chhat par #short video 😱🥰🤩🤩😇😮‍💨🙄😁😅😝🍭😚😄😄😅,2026-04-10 05:29:01 PM,6087,29,0,78800
BJX8MsP_6eA,Naya Naya Driver H Haranave Dhai Dhai Dabata 🫣 Samar Singh #short #video #bhojpuri #song #viralshort,2026-04-10 05:29:01 PM,691,17,0,146
