videoId,title,channelId,channelTitle,publishedAt,duration_sec,categoryId,viewCount,likeCount,commentCount,subscriberCount
cXZF41GyglM,लड़की गिर गई मेन होल में 😱 #shorts #viral #fyp @YouTube,UCTJAeZOJXy6ruKzbYmPxCNQ,ZyRoX Gaming,2026-04-17 08:16:13 AM,26,22,464,3,0,59000
hM2lp1BkUFE,Bhukkad chota bhai 😂🔥| Indian family #shorts #indian #chaman #relatable #chotabhai #bachpan,UCj9WQWeaY9Jt7RxK1Po-LQA,official LoveKush Sharma,2026-04-17 08:14:12 AM,30,23,6345,54,0,63200
3ZexUD1NydM,Jo boyega vahi payega 😭🙏💔 #shorts #youtubeshorts #maa #shortvideo #ytshorts #atulleela,UCpcOQ2h7zeDWVfkq4de9jXw,atulleela,2026-04-17 08:12:18 AM,45,24,743,13,0,600000
-CmM_1hf0Is,ladise 🍎💻#maheshonair #shorts #ytshorts #youtubeshorts,UCiHEuTHQSdLa9We2fifHEug,MaheshOnAir@,2026-04-17 08:12:02 AM,34,24,384,3,0,92900
X6nGiHufQpU,Ravi Ashwin On Team MI Comeback Still Possible ❤️... #shorts #cricket,UCZ1rEU9BuFALA3wioUA9bqA,Pranoyeditzz,2026-04-17 08:12:34 AM,31,17,793,20,0,20500
NrB5AdohV-8,Home Made Chocobar Ice Cream 😍 🍫 🍦 #shorts #youtubeshorts,UCuyW_WTDFNEgVDz-nUphLXw,Cook with sarmin,2026-04-17 08:10:00 AM,55,24,2270,21,0,264000
meRQgG0Zqqw,Good Dog 🔥 ~ wood toy-woodworking art skill wood / hand crafts #shorts,UCbYUNdWjcLtwTBwFZPnNFNA,Total Sigmaa,2026-04-17 08:08:00 AM,55,27,3129,,0,790000
BYYzl3qh7bw,INDIAN BIKE DRIVING 3D 🤯 GAME ALL CHARACTERS JUMP CHALLENGE 💥 | #shorts #gaming #challenge #gta,UCkkmAQZrxu8a1yJsQlpdW3w,Darkcuster Playz,2026-04-17 08:05:00 AM,33,20,1828,,0,780
OfOOcGo--rg,Khotom chor 😮|| Raju02 #shorts #ytshorts,UCMlrWnquL4Pmhk14Gkqc9UQ,Raju02,2026-04-17 08:05:00 AM,32,24,10207,94,0,1100000
cFOA8X7PzH0,#viralvideo #trending #youtubeshorts #shorts,UC3fxuTuB7BfWzaxDoW6s0jw,SACHIN CHAUHAN,2026-04-17 08:06:38 AM,36,22,474,3,0,36200
4lD7rNy7H5I,अपने जन्मदिन के लिए केक चुनो 🤔 #shorts #viral #trending,UCiE_FWpeR6dw6fy7XsG18dA,Inspire With Sumit 01,2026-04-17 08:05:00 AM,20,24,297,,1,75800
RIpo8R_ZQXk,Day-02 Iphone gift challenge #shorts,UCVzEGUCiLr_7oFQRTiESfkA,Pradeep Ke Technical tips ,2026-04-17 08:03:01 AM,50,28,783,74,6,188000
92RiXU6UsZs,ELE ACHOU QUE ERA ESPERTO 😂 #curiosidades #fatoscuriosos #comedia #engraçados #shorts,UCuKW3BoDCOpl7SjWhtMxoGw,ANIMA  SHORTS,2026-04-17 08:01:24 AM,36,22,1159,18,1,1330
l2rbllwbvPs,Magic Trick: दोनों बॉल एक कटोरे में कैसे पहुँचे? 🤯 #shorts #magic #invisiblemagic #magicshow #viral,UCeVQTqlLZslQbARxceyTatg,KNOWLEDGE PLUS 2.0,2026-04-17 08:00:41 AM,15,24,938,12,0,1680000
KFFvg2JS-iM,#shorts  #shortsfeed #satisfying #trending #youtubeshorts #viralvideos,UCg8kz_6ckq-e1P_jkanPidQ,MH Fruit Cutting ,2026-04-17 08:00:26 AM,34,26,319,2,0,2830
eINNkOtAthY,Hidden secrets of South Korean girls 😱 #shorts,UCUda0rRm0QOHrmzqLhozkvg,Pawan Singh,2026-04-17 08:00:36 AM,32,22,242,,0,725
hsevc7ukf-w,প্রজাপতি🤣 #dailyvlogs #dgpchunnuvlogs #shorts,UCi97vUmtf-F8bK6iX4SK-Nw,DGP Chunnu,2026-04-17 08:00:40 AM,24,22,27844,239,0,324000
hp7j8qkA76o,How To Draw Indian Flag 🇮🇳 #shorts #youtubeshorts #art,UCL1S237Hvr2cQyaBMfi01mA,Artist Mukesh2.0,2026-04-17 08:00:37 AM,15,26,429,11,0,98100
rgKauqRDb2Y,When sisters are in same class 2 #funny #comedyvideos #shorts #sisters,UCh6GBC3yn2xznkFBI-p6oxw,Desi Tadka FF,2026-04-17 08:00:45 AM,80,24,11234,,0,47300
IEDsedccnyM,Cat Escapes House Using Door Handle  😱 #shorts,UCvi4KHVB6hIaiczGSnD7EQQ,Santosh Experiments,2026-04-17 08:00:13 AM,28,24,1584,,0,1140000
RnQUfYaQLaQ,This girl is very intelligent #shorts,UCc7zkXtON_6qSI6os-Ui2uQ,FactJisan,2026-04-17 08:00:00 AM,27,24,2469,,1,1920000
ajCfgVxxub8,Apna ROUTINE sahi karna padega🥲 #shorts #serieswithdev,UCJQB4HIqRcGpunDihw40-NA,Series With Dev,2026-04-17 08:00:02 AM,29,24,993,,2,1230
XwAbh2iOuEw,FRANKLIN KI GF NE CHODA 😎 #viral #indianbikedriving3d #gta #shorts,UCDv9IGrby4-t4ySftnDXUSw,TKM_GTA1,2026-04-17 08:00:01 AM,55,22,460,8,0,12600
gHtgtjsOKGY,అనగనగా ఒక ఊరు❤️| #Hello #AkhilAkkineni #KalyaniPriyadarshan #AnoopRubens #Shorts #YTShorts #Songs,UCtgRkf8Id4y3viqFrH8mu-A,Maa Paata Mee Nota,2026-04-17 08:00:00 AM,47,10,3115,57,0,5070000
-VSzDrmH2H4,Transform Your Home with These Cool Tools! 🔧 #shorts #gadgets @ToMegic  Welcome to our latest video.,UCGeNV1HD50_s9WRpIG2uSDA,Aniruddh vlogs,2026-04-17 08:00:00 AM,55,24,272,2,0,41400
tKPWPYh83O8,Hello (Taqdeer) movie edit || part 28 || #shorts #eid,UCK_YjPM6Ro-0qjHE3-vwoFA,SBA Short Zone,2026-04-17 08:00:11 AM,32,24,3051,,0,18100
QrZpx8zwalA,Durrr and mini Police 😆🤪 #roblox #shorts ￼,UCBN9c3NBCr-o4RbjvFPOF7Q,ROB FUNNY 777,2026-04-17 08:00:20 AM,18,22,1032,,0,114000
cvVGrcT2JDc,wait for the and 😱🔥 #shorts #viral,UCo_EflGCr_1GeA4NBEMXaLw,〆RAVI • GAMING〆,2026-04-17 08:00:21 AM,35,22,405,18,0,7440
ciqQTb5On4s,Destroy Expensive Cars and earn crores🚗 #shorts,UCFaiU0cKxGRQGYyRetZgkAQ, Beesoft Bd,2026-04-17 07:59:27 AM,19,24,7279,,0,1520000
Ib9t_ZYACAk,kon zayada power full hai 😱💯💪 #shorts #youtubeshorts #army #indianarmy #explore #motivation,UCaRmELPVErd-1yb48G4yIZw,its_mohit_army11,2026-04-17 08:00:14 AM,58,24,2108,39,0,969000
92jVsp__Uno,Franklin House In Air |INDIAN BIKE DRIVING 3D #shorts #gaming #indianbikedriving3d #game,UC6la4hz2NTfjTkpBjfHWp7A,Kush Antal100k,2026-04-17 07:56:23 AM,28,22,572,,0,10400
Knq7ptH3Qno,latest model blouse design || blouse design #trending #shortsfeed #sewing #blouse #shorts #fashion,UCHjGzgt3_MIfMzdLlVTIfJg,Aaradhya Fashion Boutique,2026-04-17 07:56:48 AM,30,22,1356,1,0,1320
qJ5VPTmnnRI,Slime aur chotabhai🥲🔥| Indian family😂||#shorts #indian #relatable #slime #chotabhai #comedy,UCtxGDIztxFPzmKdvmxlbIKg,LOL WALA BHAI ,2026-04-17 07:56:33 AM,33,23,2467,,1,5560
8GN6s4mePt0,Waka Waka (This Time for Africa) Shakira lyrics #wakawaka #lyrics #unitedstates #shorts #southafrica,UCWmlVF2oAnGuSyhYQqSHp_A,Unique Melolyrics,2026-04-17 07:58:15 AM,39,22,359,2,0,34
8lVTMr1tEHw,Everything Froze Instantly… Even Her Hair! 😱❄️ #shorts #facts,UC1Vhoyd7xxQThSEsUSUI4EA,Asraf Safi,2026-04-17 07:55:00 AM,28,24,982,,0,343000
