videoId,title,channelId,channelTitle,publishedAt,duration_sec,viewCount,likeCount,commentCount,subscriberCount
TN1nFpgm1iY,Ek Bewafa Se Pyar Ho Gaya ❤️😭😱 #shorts #short #funnyvideo #trending #funnyshorts #viralvideo,UCg5jl9ADE8bO6GMgo3zWc5g,SMRITI RANI VLOGS ,2026-04-10 05:59:02 PM,30,7588,67,,928000
4qOdBNVb4f0,Prabowo Sebut 70% Energi dan Perdagangan Asia Timur Lewat Laut Indo,UClN_0Z121IM0alQC7bA3LKw,Millenialzkece,2026-04-10 06:08:22 PM,55,8690,456,40,1660000
jUAC2MaTv4w,"Lalaking kinuha ang sensitibong videos ng kaibigan at saka ipinakalat, arestado | 24 Oras",UCqYw-CTd1dU2yGI71sEyqNw,GMA News,2026-04-10 05:34:02 PM,113,3297,45,12,17900000
FMu5vR5U3GU,બટકું બધ્ધે જ ફાવી જાય😂#tishapolara #wedding #vegitables #aireels #comedyreels #trend #brekup,UClP_Bpbbh755vODFMjTx1gQ,Tisha Polara,2026-04-10 06:00:19 PM,80,9392,423,15,205000
9dF5QEtHiKY,الجد مسك مستريوس وحطه بالفرن😂 #short #shorts,UCyzoYcza2mV74jjl0T3d9oQ,ريمارو _ Rimaro gaming,2026-04-10 05:53:03 PM,25,4090,56,0,555000
mTs1Fq8sAFY,Наш новый трек «У неё лучше» выходит 17 апреля! @AdrenalinHouse,UCcsnDhNZV6FGZC7FfXhfLNA,Maryana Lokel,2026-04-10 05:52:38 PM,18,49440,2673,331,9910000
TVrivc08bgA,Bts Of Laughter Chefs ❤️🔥#elvishyadav #karankundra #jannatzubair #alygoni  #elvisharmy#vlog #shorts,UCGnwnfZHvNLjfovhtRSLQ6w,SudhirVision ,2026-04-10 05:33:30 PM,60,4188,449,9,13100
05GXs1YG_Hg,王经理：小李总你怎么说翻脸就翻脸……#搞笑办公室日常 #欢乐办公室 #办公室搞笑,UC7IXn6UNIc-aVpDPoaKvuPg,派大星CJ,2026-04-10 05:30:01 PM,39,3026,115,2,227000
LomGLycB7JE,Semoga bermanfaat #dakwah #trending #motivasi #shortvidio #fyp #short #viralvidio #islam #quotes,UC4zK3h3aVbxkK3d-i2AvAkA,Hanifah Khalisa ,2026-04-10 05:40:37 PM,6,15692,54,4,78900
triMR2yGPwA,金融庁　プルデンシャル生命親会社に月内にも立ち入り検査へ　31億円不正受取問題 「子会社への経営管理の実態確認、厳正に対応」片山さつき大臣｜TBS NEWS DIG,UC6AG81pAkf6Lbi_1VC5NmPA,TBS NEWS DIG Powered by JNN,2026-04-10 05:52:12 PM,40,1260,15,11,3230000
pFSfG7CwNyc,पवन खेड़ा को HC से बड़ी राहत एक हफ्ते की मिली अग्रिम जमानत #shorts #short,UCD2fLRSLsou1D2Fv--flFgQ,4PM UP,2026-04-10 05:31:38 PM,34,4078,264,0,1810000
1pSK0GkPNZo,"'고의 패배 논란'에 사과‥""벌집 건드린 것"" (2026.04.10/뉴스데스크/MBC)",UCF4Wxdo3inmxP-Y59wXDsFw,MBCNEWS,2026-04-10 05:49:49 PM,56,2322,36,29,6150000
NQFzgs6sZ8Q,Semoga bermanfaat #dakwah #trending #motivasi #shortvidio #fyp #short #viralvidio #islam #quotes,UC4zK3h3aVbxkK3d-i2AvAkA,Hanifah Khalisa ,2026-04-10 05:38:07 PM,6,16170,34,2,78900
UcnznGbltfY,哈莉奎茵成功回归#Harley Quinn #joker,UCYFKMKQwYNun2wNj458kREQ,Harley Quinn with the Joker,2026-04-10 05:30:56 PM,59,23319,535,2,18100000
2mqJJ2_mwcY,김영웅선수훌륭합니다,UCnDxhSF3ooyUjQJIpBfyKGQ,숏포츠,2026-04-10 05:33:06 PM,30,4723,117,15,70300
dQ1GhbK9tdk,ભાભી નો મેકઅપ 😂 Bhabhi Ka Makeup | Super Comfy | #comedy #comedyshorts #youtubeshorts,UCdl0x_VPfMBwasM7uiszIUg,Rupa Lifestyle Shorts ,2026-04-10 05:33:34 PM,83,7005,169,2,149000
woyRskjfoqc,Mio Extra Slide😱 #short #sakura #sakuraschoolsimulatordrama,UCmdTTezY5sLJJ2PZ9NPM45Q,Davanka Diary,2026-04-10 05:33:09 PM,28,3122,32,1,2290
GhGLjk-9idg,Semoga bermanfaat #dakwah #trending #motivasi #shortvidio #fyp #short #viralvidio #islam #quotes,UC4zK3h3aVbxkK3d-i2AvAkA,Hanifah Khalisa ,2026-04-10 05:34:57 PM,6,16640,57,2,78900
3NCIl7THXfM,اللمبة او الكرة ؟ 😱اشترك للمزيد ❤️ #shorts #subscribe,UCI144b5fI6yfP6R51AkMJIw,Gabriel chalhoub,2026-04-10 06:02:24 PM,63,3006,160,3,2790000
fyrvTipkkg4,Udah Pede Pilih Yang Penuh… Eh Ketipu Parah!🔥#shorts #short #youtubeshorts,UCf_vzhai4cc-PTarcsMCYWw,DeaSpace,2026-04-10 05:40:01 PM,19,4036,154,14,8510
LE1PyX8w9IU,他是怎樣上廁所的呢￼?🤔🤔,UCRsPy5hZRGBYRlk1tvFTZeQ,AI Ani ,2026-04-10 05:33:00 PM,29,37109,728,20,235000
S7nDnO2AoT0,새집에서🛋️ 첫 #룩일기 꺙!,UCTXGkthV3pgPZcQs0-kIazQ,소올soal,2026-04-10 05:55:20 PM,60,5735,473,18,234000
sinrQCTTqC8,Harsh Jiju got surprised 😱❤️ @triggeredinsaan  #liveinsaan #shorts,UCbFtjq3XcTWrD_IFxqtnmJA,Triggered Anaya ,2026-04-10 05:39:25 PM,26,22648,,2,1420000
2q1ODvS9fsg,আর্মির সাথে চালাকি #short #fouji #army #indianarmy,UC_lghDNl9Jjzilzc0QYODow,Dooars Films,2026-04-10 05:47:26 PM,30,5187,97,1,702000
XoRbWsJb_Ag,Trauma makan usus krispy ?cobain resep ini #shortsvideo #ususcrispy,UCpNTU6x1SIve6w8gnaB6-0g,Indocake Mandiri,2026-04-10 05:35:38 PM,120,4076,56,0,467000
mTBZ42YKnBY,Piedi in omaggio,UCTI2tfRCMx1G0CB9bdcSCsw,Heimi - Salute e Prevenzione,2026-04-10 05:31:37 PM,37,7275,965,22,594000
RKoV247cXoY,മലപ്പുറത്ത് ബസും ഗുഡ്‌സ് ഓട്ടോ റിക്ഷയും കൂട്ടിയിടിച്ച് ദമ്പതികൾക്ക് ദാരുണാന്ത്യം,UCup3etEdjyF1L3sRbU-rKLw,24 News,2026-04-10 05:41:28 PM,56,2836,23,5,8070000
YR61x2uYNPA,When Steve Bruce Caused SCENES In The 1992/93 Title Race 🏎️🔥,UC6yW44UGJJBvYTlfC7CRg2Q,Manchester United,2026-04-10 05:31:10 PM,38,5610,,5,11000000
