videoId,title,channelId,channelTitle,publishedAt,duration_sec,categoryId,viewCount,likeCount,commentCount,subscriberCount
G-rjeEEdO98,A REAÇÃO DELE SURPREENDEU TODO MUNDO #shorts,UC01Ox5_93OPbH0Zk6SVs3TA,Tyronux,2026-04-15 04:17:57 AM,22,24,1700,49,0,1290000
DD4zMcytLpY,Bocil bikin OBLEK #shorts #funny #viral #adayinmylife,UCX4t8y_jeNBfktHmOjXiLUQ,Rizki Kukikuk,2026-04-15 04:17:05 AM,117,24,6458,125,1,296000
hhkwAQn8Kzc,Pollo unboxing #bloxfruits #growagarden #roblox #robloxshorts #robloxedit #shorts #trigongm,UC0q5qrri0yq0MMvP72E6NmA,Trigon GM,2026-04-15 04:15:40 AM,87,20,1971,374,73,8980000
7060_CSHLUo,Fotos mais perturbadoras do mundo #shorts,UCA07DZUUuoEw3Qj8Rhl-whA,Yan Vieira,2026-04-15 04:14:27 AM,27,24,644,,9,10500
bl54y-Cu66A,Trộm tiền của bà lão bán chân và cái kết #shorts,UCcNFwUhZf9djHMwicaSr4mA,Mu TV,2026-04-15 04:15:51 AM,41,22,1848,30,0,47300
Tzlg24scQEY,DIPINTU WARNA APAKAH IBUNYA.... #kartun #kartunlucu #funnyvideo #minecraft #shorts #trending,UCdHWGDYUuG_r5nHRavkIJtg,sabdaatikhayuli,2026-04-15 04:12:50 AM,37,24,332,12,0,283
uhBN9pJBhBQ,Every Family Does This With New iPhones..😳💜 #shorts,UCaYAnPGcVCHGk9uitz0lSjw,Bite Breakdown,2026-04-15 04:01:10 AM,24,24,491,11,0,6400
ZntDsofdIt4,বীরভূমের মৌড়েশ্বরে গিয়েছিলাম আমিত শাহজি দেখতে 🙏🏻🚩 #minivlog #shorts #trending,UC0PHF7rz3seIEyxL_vnFs7Q,RK MINI VLOGGER ,2026-04-15 04:00:15 AM,94,22,304,9,0,1460
GHFzez9j0uQ,Love u Maa #shorts #Maa #trending #foryoupage #deshbhakt172,UCXQeBeJ4JUv3vTmHuEx_5lA,DeshBhakt 172,2026-04-15 04:00:09 AM,60,22,616,,0,2750000
9M-2LrHmdMs,AYUSH MHATRE 38(17) RUNS VS KKR IPL 2026 😱🔥 | #shorts #ayushmhatre #cskvskkr #cricketindia,UCclWamnBKjRVPzCJJY7WzUA,Cricket Book Talks ,2026-04-15 03:59:42 AM,16,17,2979,28,0,33600
HXF8z411_fQ,💧 Drawing Comes Alive in Water?#ytshorts #shorts,UCDER6xJ83mqTqoSQHuidP7w,Bitto Facts,2026-04-15 04:00:05 AM,30,22,192,,0,42600
