videoId,title,channelId,channelTitle,publishedAt,duration_sec,categoryId,viewCount,likeCount,commentCount,subscriberCount
qq278uTKGEk,How to ăn cam #shorts #food #mukbanginternational,UCJg8bhmG8iQtvcM_BQ1bIhQ,Review Cả Thế Giới,2026-04-12 02:43:48 PM,25,24,3841,100,12,875000
gpm-czVB9q8,رئيس البرلمان الإيراني: طرحنا مبادرات لكن الجانب الآخر أخفق في كسب ثقتنا في هذه الجولة من المفاوضات,UCfiwzLy-8yKzIbsmZTzxDgw,AlJazeera Arabic  قناة الجزيرة,2026-04-12 02:40:01 PM,11,25,17088,131,0,23100000
SQrP22ceoXY,#facts #shorts #short #shortsfeed #shortvideos #shortvideo,UCPx70ChJ1zG30dWAyJbYJ8Q,Khushbu Devi,2026-04-12 03:00:22 PM,28,15,495,4,0,12500
copeRI4SiM8,How many layers of bubble wrap can stop a belt? #challenge #shorts,UCY7jOvGAQi-nQL9uRWgxg7Q,Mr Shahbaz 4u ,2026-04-12 03:05:01 PM,38,22,594,,0,13400
QbIqm9civJk,Zakino - BEST-OF spécial 🤟🏻Les pires membres de la famille✌🏻,UCoi2zyVut5_hIKw4eEUji6g,Zakiiino short ,2026-04-12 02:30:38 PM,21,23,25297,920,19,1040000
2_ce_-GZl_o,Iran Israel US War:होर्मुज बंद होने से फ्यूल का संकट  | Middle East war news | Strait Of Hormuz,UC7wXt18f2iA3EDXeqAVuKng,Republic Bharat,2026-04-12 02:48:03 PM,40,25,6862,76,0,31300000
sUn53lp5lAY,रोड Exam 🤣 #motivationalvideo #motivation #inspiration #success #motivationalquotes #Short,UCJIdvhIuWYY07KKE-v4eAbQ,Aao Hase,2026-04-12 02:31:08 PM,25,27,11312,,2,104000
MRmetPIgHl0,"😲,सिर्फ Old Players को याद होगा 🤯 #shorts #freefire #viral",UCf_yOY_pwDq-2v4_Xg00jEA, AR MAFIA GAMING,2026-04-12 02:57:25 PM,35,20,434,,21,4330
vbJvhf1E3zc,#armanmalik #kritikamalik #payalmalik #malikvlogs #shorts #malikkids #short video #shortsfeed #viral,UCmb5KL3t13-xRizgY7Bnq1A,Malik shorts clips ,2026-04-12 03:13:14 PM,34,22,8197,285,1,587000
YuQ3UCODgkw,前歯を失ったありさか【 #apex #shorts #にじさんじ 】,UCSFCh5NL4qXrAy9u-u2lX3g,Kuzuha Channel,2026-04-12 02:29:21 PM,48,20,12213,984,8,2160000
_cK2Rer9Evk,#rahulroy #anuaggarwal,UC8XV8JGFXBbf4sC1a__JnMA,srkking92,2026-04-12 02:50:20 PM,9,22,3538,,0,427000
Grv0Sb_VBm8,【ニュース】京都・南丹市の山中で行方不明の男児のものとみられる靴見つかる　府警#shorts,UCGCZAYq5Xxojl_tSXcVJhiQ,ANNnewsCH,2026-04-12 02:43:44 PM,24,25,36571,250,60,4950000
Q_J7vvErQ-c,Chair aur chota bhai🪑🔥| Indian family😂||#shorts,UC36ggAJpM6jlY9w9XLkq0ww,afsan shaikh 786,2026-04-12 02:45:29 PM,34,22,3549,,0,19600
jiFoul0xxf0,Ab Dawa Li Zarurat Nahi #shorts #song #oldsong #indianidol,UC_hutd_-rCKw3DtnMSca54Q,JOY KMR 0.2,2026-04-12 02:39:53 PM,25,10,1452,26,0,166000
xM0VANJUn9s,【仲良し】後輩を雑に誘っていい人認定する長尾景【長尾景/渚トラウト/にじさんじ】【#ケイトララ】,UCXW4MqCQn-jCaxlX-nn-BYg,長尾 景 / Nagao Kei【にじさんじ】,2026-04-12 02:50:41 PM,112,24,7097,1965,35,533000
J6xDzF0DlkM,"Why Didn’t You Go With Them, Sir?” 😳 #shorts #short #viral",UCUUhdl0B-EC_TcKwFTKdRdw,creativeclip77,2026-04-12 03:00:13 PM,21,24,519,25,0,251
