videoId,title,channelId,channelTitle,publishedAt,duration_sec,viewCount,likeCount,commentCount,subscriberCount
l0juPEYa62U,#jukilop,UCsHriyRa3MXqBRpJkqdGB6w,ShemXtalk,2026-04-10 07:29:52 PM,24,32459,,0,1030000
S4TIZr4HATw,Sanjay dutt 👿 dialogue 👿🔥 khalnayak movie #sanjaydutt #bollywood #trending #short,UC1xnLcHvARpKC3iERbI10gw,Nadeem A2z,2026-04-10 07:35:59 PM,54,182,11,0,3340
LvOMUGTWtes,"NEXZ(넥스지) ""What is SO GEON’s Mmchk?""",UCaO6TYtlC8U5ttz62hTrZgg,JYP Entertainment,2026-04-10 07:30:14 PM,52,5559,2227,173,31800000
zvCt0Aj8NnU,VIP-уход за одной прядью — это реально! #short,UCbFwMiinJIqdIyzxLEpnUow,hondalafleche,2026-04-10 07:57:29 PM,18,2605,18,0,369000
0nX7FOu9M0w,Mannat Har Khushi Paane Ki Today Episode Promo | 10th April 2026 |,UC6i3I4xGqEad1qRSOvVlncA,Telly Tashan,2026-04-10 08:04:06 PM,60,2918,78,0,2050000
22cMZywhrLU,হুজুরের খাবারে বিষ 😱 #short #shorts #viral #islamic,UCazXbnhYjoYj3MLdLju2sCw,THE REAL EMOTION,2026-04-10 08:09:53 PM,111,986,15,0,31100
vi8Ojnk2-rM,Matcha drink kya hota hai McDonald 😱#foodblogger #shortsfeed #viralvideo #ytshorts #foodie,UCGfxZAbOXm1Fm4UIAatqNLw,Mr hadippa,2026-04-10 07:48:31 PM,60,9382,,8,569000
dudLdx7zMmg,t shirt #magic #trending #hype #shorts #shortvideo #short #song #video #viralvideo #viral #hack,UCtwmddjcJ_gH4byWzi19RxA,KISS KA MAGIC ,2026-04-10 07:32:42 PM,20,2142,8,0,323000
GZrbM4a_73c,Dr. Aarambhi NEW PROMO 11th April 2026,UCuV2XePWou19CyPQFS8889Q,Tellyboosters,2026-04-10 08:01:35 PM,80,10169,229,2,1430000
G2kSmlt3vuQ,"CONMOCIÓN POR LA MUERTE DE ÁNGEL: ""Es un día triste, es revivir lo que pasó con Lucio""",UCj6PcyLvpnIRT_2W_mwa9Aw,Todo Noticias,2026-04-10 07:29:08 PM,57,3519,144,26,4990000
