videoId,title,channelId,channelTitle,publishedAt,duration_sec,categoryId,viewCount,likeCount,commentCount,subscriberCount
tga3Eelu5y4,“ฮอร์มุซ” ตึงเครียด เรืออิหร่านทุกลำเข้าใกล้เขตปิดล้อมไม่ได้ | ย่อโลกเศรษฐกิจ 14 เม.ย.69,UCqUBA96OsqMgSFvTwLXY9yw,TNN,2026-04-14 12:41:55 PM,53,25,2214,40,1,7430000
PxSLevj2LBk,Bút viết theo thế hệ #short #funny #video,UCoAJsY3Ya0YHxr0-mS73LiA,Dungpunk2,2026-04-14 12:30:26 PM,15,22,604,6,0,91800
tc60KJOGPp8,सुकून चाहिए? तो बीते हुए कल की लाश को आज मत ढोइये ! Pujya Rajan Jee,UC_nseD9NYQYCiDMy-AfkZfA,Pujya Rajan Jee,2026-04-14 01:13:56 PM,79,22,2439,165,8,4670000
1UQCjot_LRw,Mere babu ne ye haal kar diya 😱 || #dailyvlog #dailyvlog #lovemarriagecouplevlog,UCLQJioeF9jCn-PYi_sQjWfA,Lata Krishna Chaudhary,2026-04-14 12:54:44 PM,60,24,3406,162,1,74500
Pvz68gfUzJ8,SUIT SUIT | DANCE COVER BY PRAKHAR SHRIVASTAVA #shorts,UCfqSd1MQDNg72gxqeSopUNw,Prakhar Shrivastava,2026-04-14 01:02:58 PM,39,10,1391,76,2,324000
LQFjJ8WgFTk,दुकान खोल ने से पहले 20 पिज़्ज़ा ऑडर 😱#trending #shorts #vairalvideo #minivlog,UC6Bb9-yTGvuqc7zRE8VdudQ,Rupesh vg,2026-04-14 01:00:04 PM,58,22,892,24,1,2800
ixL7KIZxHmQ,भगवान भाव के भूखे होते हैं//Shri Hit Premanand Ji Maharaj #short,UCrBTBw-T-q8c-uU30-dlt-w,radhakrishnbhakti,2026-04-14 12:46:12 PM,56,27,287,38,1,101
z4-O_2JwAgE,BUAH BISA BICARA #aianimation #aivideo #short,UChGBuE6W3QOZvwe1p19_m3Q,Medika Kita,2026-04-14 12:33:03 PM,25,22,341,,0,10
8ggZ9kAd81w,パソコンに凍った○○を乗せてた#shorts,UCjxkpVFx27TztmfsmdTJdgg,ねをそchannel,2026-04-14 12:30:06 PM,36,22,21345,998,14,146000
3X234A_Tt_Y,Top Learning Toolsfor Tech 💯 Enthusiasts#shorts #shortsfeed #viralshorts 💯🙏,UCmz1p05RsyJB1NBoGG_MacA,PK OFFICIAL ,2026-04-14 01:00:02 PM,56,23,2660,57,0,79600
