videoId,title,channelId,channelTitle,publishedAt,duration_sec,categoryId,viewCount,likeCount,commentCount,subscriberCount
gtVPh1dX9ZY,He’s Not Hurt… He Realized Too Late #motivation #shorts,UCtECG4TZY-B6N0IqqblF_hg,LimitBreak,2026-04-14 04:30:10 AM,32,22,838,,2,3990
9qH8fHsEtiQ,Ashraf Bana zombie 💀 #shorts #viralvideo #cutebaby #shortvideo #subhcomady004,UC29HB58alDWPdjhDe0hdV6A,Subh comady004 ,2026-04-14 05:00:08 AM,21,23,591,5,0,81000
_PD-Xb7LnEE,এই সেই ড কামরুল স্যার যাকে যবদল হয়/রা/নি করছে #shorts #short,UCV5yN6vCMX2fIdAHT0S_1Kg,Satkhira Truthful Media ,2026-04-14 04:52:03 AM,47,22,575,14,1,119000
OBO0mSO4C7s,Panchmukhi Hanuman Darshan 🙏 Powerful Bhakti 🔥 #shorts #hanuman #bhakti,UCPMk8lFoucOXpmGu9Tx76dA,Ankita Singh ,2026-04-14 05:07:02 AM,59,10,1282,24,1,2950
MbXlnfCGWpc,bunker secret place for protection #bunker #shorts #trendingshorts #usa #viralshorts,UCzcTyVhZ7dqT96Hzw3hIo2A,Damky Toys,2026-04-14 04:43:27 AM,24,24,599,2,0,197
QC2EVB5-eOU,Remember these Wacky Hi-C drink Commercials? #nostalgia,UCybTUsB2tzSTC0AFYfVsKOQ,Peak Nostalgia,2026-04-14 04:30:35 AM,48,20,2977,244,11,189000
TI7n255r6YI,🚘🤯 MITOS PELIGROSOS DEL AHORRO DE GASOLINA EN AUTOS #carros #auto,UCeW7BUwaWNelq81Utdc1xgQ,AIRIZU MOTORS,2026-04-14 04:33:03 AM,40,2,14879,439,4,256000
OnP4nmeqgvU,"Elecciones 2026: APP, Podemos, Perú Libre y más partidos quedarían fuera del Congreso bicameral #LR",UC-B7Xv56uNRDkj0vC3QW8Cg,La República - LR+,2026-04-14 04:49:35 AM,101,25,3288,87,6,1920000
dhUwpp8QhLw,Jai bajrang Bali #hanuman #short #video #viral #trending #mahadev #shankar  🔱❤️❤️❤️❤️🙏🙏🙏🙏🙏,UCTLF9Eb6Lkbd5n1Fvbv1Unw,"A""S India Entertainment ",2026-04-14 04:53:50 AM,30,24,390,10,0,1330
6Ncxkq6vXvM,"Hailey Bieber, Son Jack Cheer on Justin Bieber at Coachella 2026 | E! News",UCjDsbbzHgTrGc4Ff26TJtsA,E! News,2026-04-14 04:38:16 AM,99,24,1207,49,3,2530000
GuCrxj_Z-Yc,Cristian Castro Vuélveme a Querer Letra #parati #foryou #shorts #cristiancastro #nostalgia,UCRrcpIqEi2tn_XStSuhPWbw,chimol1210,2026-04-14 04:29:59 AM,61,22,2266,113,6,183000
aGFi8VHBAEE,basudev guru New Natok Comedy Dance #short,UCts4s41VfoExoCSZ0PNfwog,Sridhar Nato Officials ,2026-04-14 04:58:04 AM,34,24,380,2,0,1690
uIdaWQuhpGY,#short video Kale ki nahin to Bharat chunav #shyam     Bhojpuri 🫵,UCRyCDcI3iE0Uz2Hk-3nchew,@chhatri Kumar -gx3es,2026-04-14 05:03:24 AM,22,22,639,6,0,2330
Zjul-nPKbCw,ESTE CHICO INTERESADO ME ODIA POR SER MIYONARIA😡  #roblox #brookhaven #robloxbrookhaven,UCBVnviUURW6dRY-EscCm1Ww,SIREBLOX,2026-04-14 05:08:53 AM,79,20,1385,124,9,1350000
UiN16qVDHY4,지금 미국-이란 전쟁 한마디로 말하자면... (이세환) | 작전본부,UC6kZpTl39-_SqfBrF1-N2oQ,연합뉴스경제TV,2026-04-14 04:30:26 AM,29,25,1565,25,0,1010000
rR-3E0xHzFo,he threw the coins into the well but...,UC9B6kNDMv417QWQEoxW94hg,Joy Hits,2026-04-14 04:56:00 AM,20,22,5857,94,2,6080000
gROTHSAq8H4,hikmatli so'zlar islamic uz motivatsiya #obuna_bolishni_unutmang #shorts ❤️ ☝️,UC44--qQPzbjhX-GPNCkja_A,islamic uz,2026-04-14 05:00:12 AM,6,24,899,8,3,72200
