videoId,title,channelId,channelTitle,publishedAt,duration_sec,viewCount,likeCount,commentCount,subscriberCount
_1WtKPpQ8Ow,Sanju a humble man💛#cricket #sanjusamson #csk #ipl2026 #cricketlovers,UCr3pWFEYV6rO5Sp1UFxQTdw,Sanjay Sandilya,10-04-2026 07:57,28,5693,1279,24,170000
9lriTE9Yo_Q,Leg spin bowling action in correct form 💀✅.........#cricket #short,UCtcsWa56PGobpcxEJiqCuHg,FOGG CRICKETER ,10-04-2026 08:06,15,564,,1,41
fHVlzV96t_U,#yt #milkchocolate #darkchocolate #sweetcravings #foodtrend #viralfood #short #viralshorts #ytshorts,UCnL7R3cFqxO3CdjR8Hws4cQ,lunchbox_nelo,10-04-2026 08:00,33,1660,8,0,172
leHc-O3U18c,"Qatar, Saudiக்கு ‘Nuclear’ ஆபத்து - Bushehr Plant அருகே விழுந்த US Missiles; Iranஇல் நடந்த Attack",UCpZBvTbjam0yTrD4HUUWTZw,Oneindia Tamil,10-04-2026 08:00,75,1383,8,0,4850000
Mi6FsR-44Kk,'बेहतर होगा ईरान...' बातचीत से पहले Trump की धमकी | Iran US Ceasefire | US Iran War #shorts #viral,UC9CYT9gSNLevX5ey2_6CK0Q,NDTV India,10-04-2026 08:01,25,15411,186,2,25100000
pNPAcLe42hU,சாலையின் குறுக்கே தெருநாய் வந்ததால் விபத்து - இளைஞர் பலி...,UC8Z-VjXBtDJTvq6aqkIskPg,Polimer News,10-04-2026 08:15,51,564,11,1,12600000
wesP-Z8kZhM,curiosidades do youtube rs #6,UCXpMmntx6FomjCnbkg49JJw,Lucas End,10-04-2026 08:07,90,2906,28,1,8210
i6Gsxm3wjlw,Barro comestible?! 😯 #viral #food #shorts,UCuiwcQc0Ni90HCICnmSX2_Q,Dafne Zuñiga ,10-04-2026 07:56,106,1801,201,20,1250000
BNpU40NEfWs,Kaam karane ke liye bolti hogi 😂,UC8Ulgr10KZer846fS2dof-A,Funny Singh,10-04-2026 08:08,33,530,25,1,95300
dVQy9BPIf-o,#song ए जान शादी कर बोगे कम एज में 😋 #short video 💯👍📷,UCYWeZXMlTaHV68U-8b3NwQA,Kuldeep actor 8318,10-04-2026 08:04,26,254,3,0,2750
mkt5qXA79nQ,Fake Horse In War 🤯!#ayushquest #shorts,UCzYJZMUWEwELKeDyekxxI0A,Ayush Quest,10-04-2026 08:00,34,447,10,1,237000
BYJDns94McU,Salah sasaran #shorts #viral #comedy,UCYPSqQRAl-E7SyIAPz-9GDA,Arsyla Mahestri Rahayu,10-04-2026 08:05,11,39968,265,0,5500000
0shYgGgd_h4,Trump Considers Removing Some US Troops From Europe Amid NATO Strains,UCJLFsRmpJtYMvEjoxgl0fEw,ExtraOrdinary,10-04-2026 08:00,50,4782,777,18,344000
erQOFiQUxnY,"Introducing the ""VitalWear SmartBand,"" a next-generation wearable gadget",UCEW8GfLmJIpydzMXNl_ZsmQ,Clip Neon,10-04-2026 07:59,36,4318,,0,207000
tofoGU1LGmk,Premium Quality 🔥 Cotton Outfits ✨ #shorts #short #shortvideo #youtubeshorts #shortsfeed #trending,UCt5XhBd--JTeXy7isnpMPqw,Vismaya’s Archive,10-04-2026 08:00,35,232,6,0,12200
IckRKDC86Og,hasna to padega 😂😁 #funart #lolart #sketchcomedy,UCiiQRvJcWJnB_AzixYDF07g,funny_art001,10-04-2026 08:10,40,838,18,1,17800
