videoId,title,channelId,channelTitle,publishedAt,duration_sec,categoryId,viewCount,likeCount,commentCount,subscriberCount
gAXDdEu6HsI,Verstappen na McLaren Faz Sentido? Começa a fazer para cada vez mais partes. #f1 #formula1 #shorts,UCQCOt-7Wi6VR6UNTuN9i4HA,SPLASH AND GO,2026-04-14 01:53:33 AM,64,17,1653,173,11,261000
I80eEiw5Nc8,Kawaleria Powietrzna Przygotowanie Do Pasowania #shorts #short #foryou #fyp #army #military #video,UCqUK39FZttTbuOJPxeo3X_g,CiekawyAi,2026-04-14 01:30:00 AM,42,22,4278,228,11,17800
dFo0b44XErk,1000 से कम में काम नहीं करेगे 🤧 #funny #comedy #funnyvideos #shorts,UC2Hn5Vz7Bamh-jMEXn8hp9w,Mr Tech NooR ,2026-04-14 01:29:37 AM,38,22,488,16,,1380
6uPMlu-DdiQ,Top 5 Worst IQ Moments in UFC History! #shorts #ufc #mma #zoned,UCF_jZQtVX7f_KquDzVfbI6g,Zoned,2026-04-14 02:12:25 AM,93,17,377,17,2,6500
UxHpsqK29DU,Ele não sabia no que estava se metendo… 👀😂 #shorts,UCvPt-YEJv3uU0K51b_f_TaQ,Fakto Now,2026-04-14 01:56:26 AM,15,24,642,12,0,10300
jPYuo1uBwdo,Удочка Стала Бесполезной? Часть 2 #shorts,UCJR0EuVxGKssrwBnUT00t8g,KIN4K21,2026-04-14 02:00:54 AM,27,20,547,12,1,18100
d33AftoFXB8,Breaking News : ईसा मसीह वाले पोस्ट पर ट्रंप का चौंकाने वाला बयान I Israel I ZEE News,UCIvaYmXn910QMdemBG3v1pQ,Zee News,2026-04-14 01:56:02 AM,72,25,1729,16,0,42000000
msBE_I4ia_A,Rivals Glitches That YOU Can Do 🐛 #shorts #roblox #gaming #ultra,UCjIo9qddD0qZGQek_8zMt-Q,Tubez,2026-04-14 02:15:52 AM,38,20,216,,2,9460
jcYeilkiPXU,#shorts #short #jardin #plantas #agricultura #agriculture #flores,UCh5yWiFhAYuFwN_vRO4Zhbw,Ángel Illescas,2026-04-14 01:47:28 AM,71,22,620,36,5,16800
h3BgxVU8GOc,Louis vs Harvey 😱 suits #shorts #harveyspecter,UCmQJ9GhzDKEdnp_XxvB_8JQ,Harvey specter,2026-04-14 02:00:08 AM,33,22,704,,0,29
cX2IiKtaRfU,पुण्यातील भीमजयंती साजरी होणार मुख्य ठिकाण #bhimjayanti #14april2026 #youtubeshorts #youtube #short,UCeXX84oN8N35pGB8TtHVCVQ,solapur 🔁 pune •19M views • 19 hours ago,2026-04-14 01:30:35 AM,9,22,1166,9,0,57
ybxirIhao0s,"Tres puertas, solo una salida… ¿arriesgarías todo? 🚪 #decisionmaking #challenge #short",UCE08Y3CQwVHJ6QF1uEgHrNQ,Aslam Aleman,2026-04-14 01:36:16 AM,17,24,965,20,1,42600
V7M8B_1UiV4,wait for end 💀 #viralvideo #youtubeshorts #funnyvideo#ayushbhandari,UCK91W_h40tVPbdKG6Z1x4BQ,shadab_writer01,2026-04-14 02:00:43 AM,23,22,1311,13,0,88
BhLO5e6nxqw,हेमंत केनकरे (आशा भोसले के दामाद)का जीवन परिचय|#shorts #hemantkenkre #cricketwriter #news #biography,UCzMXc4qOHu8UOx-qcBWcHFQ,Chintu,2026-04-14 01:50:00 AM,6,24,2247,2,0,129000
1f5459fMOgE,#noticias #amor #shortsfeed #shortsviral #shorts #shorts #short #viral #viralshort #short #shorts,UCaG7pbZSJ9TCOGiElYHCrxw,LIC. DIANA ,2026-04-14 01:55:22 AM,109,24,233,5,1,4290
m_esIkeB2Y4,Cherry Pie Ribs! #shorts #food #foodie,UClxiwY6-rgBw-VShh2WTG7Q,Foodiekiiing,2026-04-14 01:36:55 AM,63,22,578,24,3,199000
vp7eZKSfjZ0,Savage aunty olenna ☠️ | olenna tyrell | #edit #shorts #gameofthrones,UC2mtaoNbGT-9M_V8Po8X1Pw,DavidxAm,2026-04-14 02:01:06 AM,32,24,3216,,4,36100
A6gR4OjkKxI,Mãe jogou filho doente na rua e então #drama #shortsviral #shorts #mae #filhos #traição,UCDoMyzJLz3X0DOndNx2HLhw,Histórias do Aliu ,2026-04-14 01:57:05 AM,109,22,1858,125,4,192000
FTTZi13Lk3E,He Saved Rice to Escape Death 😳#shorts,UCuc8FgQX9vdoRpKAfTORIbA,CINE SR,2026-04-14 02:00:03 AM,83,24,657,,0,182000
RdyUlqgj5A4,PINGO DE PEITO PRÁ TRÁS - JUKA #futevoleibrasil #shorts,UC_h4dnDdBiP_ddS4HOAMuZw,FUTEVÔLEI BRASIL,2026-04-14 01:50:31 AM,16,17,574,13,0,145000
_NI5V6YgIX4,TRUMP ACCOUNTS: 4M+ parents already unlocked the American Dream for their kids this tax season,UCYxRlFDqcWM4y7FfpiAN3KQ,The White House,2026-04-14 01:51:58 AM,41,25,2162,558,,3060000
ttsXsLZfKRM,Dibuja El Logo 😅 No Lo Recuerdo 😨 #shorts #viralshorts #humor #risas #logos,UCl_lnqRE9LVTEKvsbvD5ZMg,Lokonazo1,2026-04-14 01:30:44 AM,22,24,5740,303,6,381000
z7YLVVYZgw4,পায়ের কাটা তোলার নিনজা টেকনিক #shorts #shortvideo #short #tips #tipsandtricks #foryou,UC7i8Lre1nmzfLxl9xKBVLag,All is well,2026-04-14 01:44:17 AM,19,22,352,0,0,24800
9SRqv2fxJ7Y,Master the Tony Jaa Elbow Technique (Step-by-Step) 🥋💥. #shorts #tonyjaa #elbowstrike,UCKw040-LSOjfNp9xRSWqKqQ,Himanshu action choreography,2026-04-14 01:32:02 AM,10,27,3438,42,1,372000
hXEnZRjjA2Q,"Eduarda quer se aproximar de Sol, mas Valéria não pretende facilitar | Coração Acelerado | TV Globo",UCEPRQVF6hxGGM9gi1ELaWHg,TV Globo,2026-04-14 01:40:37 AM,25,24,674,81,7,7220000
laQylg70Om0,Quando outra pessoa leva os créditos pela piada...,UCZQXK7YV-hZ4qZ8K0pUnZiQ,Casal Chupa Cabra,2026-04-14 02:01:13 AM,27,23,16887,699,9,3200000
69yNqYp5oYM,JAX Tiene Un Nuevo ESTILO💀(Fandub En Español) The Amazing Digital Circus EN ESPAÑOL #shorts #humor,UC79vSYKkGGRTovGZMyLoSpQ,Jenkito Power,2026-04-14 01:43:05 AM,9,24,40994,1037,15,3630000
7Shs3lrxyAw,Depois dessa o jacaré repensou a vida 😅 #edit #humor #memes #fyp #animals,UCHGR-kYsBXkSQCR1UTdWs9Q,É o Chad,2026-04-14 01:30:04 AM,15,24,33867,605,6,139000
EoDVlAgRY0c,When A Husband Uses His Trick 😂 #shorts #shortvideo,UCm39UGIBym39kyPGGlCxCNA,SeaLinX,2026-04-14 02:00:03 AM,28,22,364,,0,890
7tPW_ElDab8,CLEITINHO SOBRE corrupção no Brasil |#short,UC5sKhPipQ30ObmbUIQOYwrA,Rico no futuro!,2026-04-14 02:09:49 AM,56,22,306,13,1,53500
zgujjWJOZkI,#humor #foryou #helpmemakethismakesense #fypシ #shortvideo #shortsfeed #short #parati #drama #mexico,UCU7583BS1bjZoKf5uUhE6ww,StormVision,2026-04-14 01:58:10 AM,109,22,1527,29,0,23500
gaePw-i56Ts,120 AC Gendarme Kills Enemy World of Tanks #shorts,UCsGobhMlrF619I-lQDIC94w,EVO Armor,2026-04-14 01:30:36 AM,14,20,1365,9,0,32400
ysKyJ4muCE8,💚 FERNANFLOO EN UN JUEGO DE ROBLOX #screamjam #roblox #fernanfloo #shorts,UCKocm-q6Smnb8MOLlL4lXMQ,Caramelo 1231,2026-04-14 02:08:26 AM,54,20,189,8,5,5160
QYGQ7xlYwrE,He Tried To Steal My Secret But Failed Hard,UClk3tZEjc0Cc6siNJDRJJOQ,poggi,2026-04-14 01:32:05 AM,20,20,7847,,7,115000
zyqvRX0GCxA,Amazing Outdoor Cooking Challenge! #viral #shorts #recipe #food,UCB_5QmXQYywjzh6zxHFo6og,Chef Arwa ,2026-04-14 01:39:20 AM,50,26,271,8,0,6470
x-awOxIo-lk,Like Sucribete #dúo #shorts #short #humor #viral,UCWOVmoEdAAwepXZVWG9Gfzw,BEBÉ heyled,2026-04-14 01:36:51 AM,60,24,3994,57,0,254000
0Sap5R80kY8,Ek baar khaoge..Baaki Toffee Candy bhul jaoge. 🍬 #short #ytshorts,UC2vgWu6EDV0GUsrApXraMhg,Mrs. & Mr. Engineer,2026-04-14 01:55:56 AM,69,22,1493,1,0,15
8kOawuOk-0A,DrDonut Tricks His Stream! #minecraft #shorts #drdonut #donutsmp #minecraftshorts #short,UCA95Au6qt8a1dyBYcW2-hsg,August,2026-04-14 01:45:01 AM,39,20,200,,0,498
R9EwLVR06lY,LA VIDA DE CAMPO #shorts #shortvideo #short,UCjf03dVGTLtC4LGgJjSY0CQ,Tiry,2026-04-14 01:30:16 AM,34,27,1054,13,0,14100
6bNsB7Ga8Ew,PF DIZ QUE BOLSONARO NÃO COMETEU CRIME,UCiJSi6Q9vR4QfLkpwqyVgZg,MARCOS EDUARDO 🎙,2026-04-14 01:30:10 AM,28,24,5794,494,0,520000
8kqlabIMrgo,Yuzarsif Zindandakileri Allah Yoluna Çağırdı #hzyusuf #shorts,UCJM8DzHbhQq2AaoBMwwaaNA,Hz. Yusuf; Sabır ve İmtihan,2026-04-14 01:30:12 AM,57,1,1418,59,1,28300
_LSKhHJ0cPQ,TOMADA DE BOLA E CHUTE PRO GOL ⚽️ #shorts #messi #cr7 #tropadoraio #short,UCd48FXYHgnFCc1NMNlfAYRw,Juan Lucca FC ,2026-04-14 02:08:10 AM,19,17,906,5,0,7170
fntlG6lFZKk,SRH Hit Jackpot! Hinge & Sakib Deliver Dream Performance! #psl #ipl #srhvsrr,UC1ms5AIe7X3ZzJ2qvHw6-Ng,Stump Story,2026-04-14 01:35:00 AM,20,17,8742,198,0,465000
qNV9Mxeb24A,Young Omni-Man PROVES Viltrumites Can Feel Empathy | Invincible Season 4 #invincible #comics,UCiZww0yp1FzszI87VHRgfNA,Crying Panda,2026-04-14 01:57:41 AM,37,24,12642,795,16,275000
RieXurFERwE,A guerra mais curta da história ⏱️ #shorts,UCrc0eLyrIMpjofdpzBjOVKw,Mundo em Curiosidade ,2026-04-14 01:30:18 AM,28,24,815,41,0,336
H23mboxlwq4,Désiré est vraiment Doué #shortvideo #football #short #shorts #shortsfeed #psg #doué #shortsvideo,UCsc_epRIuv9JWskGnKt-WnA,Juste Le Madrilène ,2026-04-14 01:59:01 AM,22,17,609,6,0,36500
yd9NqihkG7s,Rexo: द हाई-टेक चोर चूहा! ⚡🔥 #RealityEdge #Shorts #Story,UCxbTLS-zWxWndkCJhxi87ig,RealityEdge_Official,2026-04-14 01:59:43 AM,24,1,306,0,1,57
Mr9jhdPWfiw,“O QUE FOI ISSO?🤭” #meme #dublagem #humor #shorts #funny #comedy #memes #dublagemdeboche,UCkTb2qzeaPQfjnO1aHXigeg,Henrique Melo,2026-04-14 01:30:24 AM,19,20,1497,32,0,23400
zTdJymrtVYI,La Línea Evolutiva de Murasamemon en Digimon Beatbreak #digimon #short #shorts #digimonbeatbreak,UCrSxPw8oZWhqMKXmKVjFQ6Q,Los Archivos de Izzy,2026-04-14 01:30:50 AM,120,22,1065,204,21,42000
PsoZz0c-9zQ,Maruška není schopna stát na nohách! 😥,UCpi1sLpjJNtUIsD0iOnVZOQ,TV Nova,2026-04-14 01:46:07 AM,38,24,1615,32,0,303000
PyM7F61COMo,Ishan Kishan said after the crushing defeat to Rajasthan🤔#RajasthanRoyals#ishankishan#SRHvsRR,UCThOY9csq0hjgQvA59gmc4w,only virat fan chainal ,2026-04-14 01:32:55 AM,23,22,2175,84,0,24300
