videoId,title,channelId,channelTitle,publishedAt,duration_sec,viewCount,likeCount,commentCount,subscriberCount
QxWBiMBpFr4,Duniya ki sab se pyari awaaz?🥰#quran #shortfeed #viralvideo #trendingshorts #quran #viral #islamic,UCXLQgjV9t9eDvKymShi_3Ow,Official Chotu,2026-04-10 07:00:27 PM,103,941,,0,203000
o7dfXpR401w,0%milavat😂#viral #short #funny @grs_vines,UCvaUEAGCozMSzZE7tXaFX1Q,Grs vinse,2026-04-10 06:44:17 PM,29,717,10,0,132
TEw4wIrBW4k,ശ്രീനന്ദയുടെ പോസ്റ്റുമോര്‍ട്ടം ഉടന്‍; നടപടികള്‍ ചിത്രീകരിക്കണമെന്ന് കുടുംബം,UCwXrBBZnIh2ER4lal6WbAHw,Mathrubhumi News,2026-04-10 06:59:17 PM,109,14601,87,5,6210000
KsWWBoUdrEQ,Der Typ blockiert 30 min später immer noch den Leitstreifen. Diskussion im letzten Video zu sehen ￼￼,UCbavhhtWVcCURt_wPG4W3-A,Mr. BlindLife,2026-04-10 06:47:21 PM,67,3829,39,3,167000
siLzqM60EN4,School Fees Tension 😂 #shorts #funny #comedy #contentcreator #couple #ytshorts #couplecomedy #short,UC0R3LTXfFynb4LIM1zDgk-w,Shikha Bhatia,2026-04-10 06:57:29 PM,23,3495,43,0,73900
6MbPmeg3xHk,Sukh mein Kate ya dukh mein Ba #short #viral #trending #song #video,UCFIPJUj-E_nKB4rFlOpyqfA,Vidyarthiottical2,2026-04-10 07:00:50 PM,29,391,6,0,16100
1ZJXih5FTbg,save the dog video game _Draw match_S-K-0❤️ #Short #short video  #viral ❤️,UCsuJKfQhtnzDb2LLgYUWI5A,@Afsar_Gaming99,2026-04-10 07:00:03 PM,22,336,4,2,24
Vkip2qzpFyU,Bajrangbali 4K status#shortsfeed #viral #short #youtubeshorts #status #hanuman,UC2ME9ieEMy0U7yLi6glUwJQ,Ai shar 13,2026-04-10 06:53:18 PM,29,402,29,0,139
5Hgg0lh9Mx0,GUESS REAL HEAD OF LIRILI LARILApart #57 garry'smodnewupdateshort#robloxzoonomaly #shortvideo #short,UCvsd5PGzvAej8vfcXqNV2VQ,HYPED,2026-04-10 06:56:54 PM,12,536,,0,3430
LZ5qJazy5nY,कच्चे आम की खटी मीठी लौंजी #Raw mango Lauji recipe #short #harjankaurkirasoi,UC8tOpQmbAepEQfgcJOy1WAw,Harjan Kaur Ki Rasoi,2026-04-10 07:05:32 PM,59,658,0,0,486
