videoId,title,channelId,channelTitle,publishedAt,duration_sec,viewCount,likeCount,commentCount,subscriberCount
MlnxBtSRYOs,Freu mich schon auf den Mädelsurlaub🏖️🤭 #selinaundharoon #couple #funny #beziehung ￼,UCB7jaHHEZlUisEJZyJ-b5Jg,Selina & Haroon,2026-04-10 11:06:21 PM,63,3967,312,19,201000
e7dzoTe3Tz8,SWEET10: #short #shorts #miconrachel,UCxP8FLnupDu--Ehhit7Osfg,miconrachel,2026-04-10 10:54:35 PM,9,2384,159,6,142000
S21o5ag-dpA,Chinese Beautiful Girl street fashion #chinesedancer #streetfashion #short #shorts,UC7xPu9pUo57w4yvoo52FpcA,Jiali,2026-04-10 10:30:40 PM,55,834,83,3,35300
tre3Il81q6M,clayart #art #diycraft #satisfying #claywork #youtubeshorts #trending #viral #short #shorts,UCcikdfUJe4ZsHot7M1xPkKQ,Shivam creative corner ,2026-04-10 10:37:51 PM,13,788,3,0,2830
EOR45JlT70Q,Секрет идеальной грунтовой трассы раскрыт! #short,UCtN5feWKjRbbtHStgVDhz1g,sarahl1985,2026-04-10 11:15:00 PM,24,1209,21,0,295000
l3R1KeeVblA,powerful duwa #short #islamicreminder #shortsfeed,UCEEnVKw4Ft527E1HN_jlLbw,sabr & shukr ,2026-04-10 10:43:34 PM,30,345,,1,296
LJZplRsQAm0,😭❤️‍🩹#trending#foryou#fypシ゚viral#viral#wattpad#shorts#arafta#fyp#turkishseries#coupleshorts,UCYs625dEBXAed8T5YAtjOIg,Editzbychiki,2026-04-10 10:59:04 PM,43,8815,453,1,30700
Jt_RvknXsEQ,Vance says Trump has given 'clear guidelines' in Iran talks #shorts #us #news #jdvance #iran,UCXIJgqnII2ZOINSWNOGFThA,Fox News,2026-04-10 11:00:04 PM,22,8590,314,41,15200000
RTqfS2lHP-M,Breaking News: हिंद महासागर में जहाजों से टोल लेगा भारत? #short #maritimesecurity #indiavsiran,UC7wXt18f2iA3EDXeqAVuKng,Republic Bharat,2026-04-10 11:19:37 PM,98,1155,25,0,31300000
5kodIKRW6ZA,CONTESTANDO A REAL MADRID TV,UCRo_N45UGq2aylwuutFf6DA,elperita,2026-04-10 10:35:50 PM,38,4411,271,26,107000
kbWw00ik4Mg,Jana Nayagan Movie Issues‼️🤔#thalapathy #thalapathyvijay #vijay #jananayagan #trending #trend #short,UCcNFa9bYkUcvE1qUeXd4dzg,JUNE EDITS ,2026-04-10 10:48:06 PM,58,3767,48,0,61300
0gi4TaeAXIA,Oh ha...jetzt wird es Beton! 😎🫵#beton #handwerk #baustelle #shorts #interior #hack #artist,UCONm-eqkk9z4TRX7T2nHjdw,Malermeister Klinger,2026-04-10 10:51:03 PM,88,2162,14,1,33400
